id_CH,id_ZH,id_RO,empire,kingdom,phylum,class,order,family,genus,species,size,potentiallyToxic,affiliation,synonyms,EstimatedBiovolumesFromLiterature,Literature,volume_um.3,kremer_key,kremer_match,min_nu.biovol,mn_nu.biovol,mdn_nu.biovol,max_nu.biovol,sd_nu.biovol,n,mn_cells.per.nu,n_sources,w.tsn,analysis,comments,size_category,motility,physiology,colony_growth,stRategy,cell_shape,special_nutrition,volume_um.3.1,surface_um.2,VWS,GRE,HAL,SEM,BAL,BoOber,Unter,WAL,qualifier_as_food,species_buergi,coloniality,comments_coloniality,guild,guild.code
3015,316000,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Willea,sp,,NA,Willea sp,,NA,,450,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,a,h,R,c,NA,450,400,NA,NA,NA,NA,NA,450,450,NA,50,Willea sp,2,,green algae,P5
3016,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,,,,cysts,NA,,,NA,,250,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,biomass only,NA,c,c,a,b,K,a,NA,250,200,NA,NA,NA,NA,NA,NA,NA,NA,50,Chlorococcales Cysts,0,,green algae,P3
3017,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,,,,small,NA,,,NA,,200,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,biomass only,NA,c,c,a,b,R,a,NA,200,150,NA,NA,NA,NA,NA,200,200,NA,100,Chlorococcales small,0,,green algae,P3
3018,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,,,,intermediate,NA,,,NA,,750,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,biomass only,NA,c,c,a,b,R,a,NA,750,600,NA,NA,NA,NA,NA,750,750,NA,350,Chlorococcales intermediate,0,,green algae,P4
3019,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,,,,large,NA,,,NA,,3500,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,biomass only,NA,c,c,a,b,R,a,NA,3500,2500,NA,NA,NA,NA,NA,3500,3500,NA,700,Chlorococcales large,0,,green algae,P4
3020,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Coccomyxaceae,Paradoxia,multiseta,,NA,Paradoxia multiseta,,NA,,300,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,c,a,b,R,c,NA,300,400,NA,NA,NA,NA,NA,300,300,NA,200,Paradoxia multiseta,0,,green algae,P3
3021,NA,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Chloroidium,ellipsoideum,,NA,Chloroidium ellipsoideum,Chlorella ellipsoidea,NA,,50,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,b,c,a,h,R,a,NA,50,80,NA,NA,NA,NA,NA,50,50,NA,50,Chloroidium ellipsoideum,0,,green algae,P3
3022,NA,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,pyrenoidosa,,NA,Chlorella pyrenoidosa,Chlorella pyrenoidosa,NA,,10,Chlorella,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,314301,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Siderocelis,ornata,,NA,Siderocelis ornata,,NA,,50,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,c,a,f,K,b,NA,50,70,NA,NA,NA,NA,NA,60,60,NA,50,Siderocelis ornata,0,,green algae,P3
3024,NA,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Lagerheimia,genevensis,,NA,Lagerheimia genevensis,,NA,,400,Lagerheimiella genevensis,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,ellipticus,,NA,Scenedesmus ellipticus,Scenedesmus linearis,NA,,250,Scenedesmus,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,NA,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Rayssiella,hemisphaerica,,NA,Rayssiella hemisphaerica,,NA,,200,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,a,g,R,c,NA,200,NA,NA,NA,NA,NA,NA,200,200,NA,50,Rayssiella hemisphaerica,2,,green algae,P5
3027,NA,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Keratococcus,sp,,NA,Keratococcus sp,,NA,,600,Keratococcus,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,311301,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Characiaceae,Korshikoviella,michailovskoensis,,NA,Korshikoviella michailovskoensis,Korshikoviella gracilipes,NA,,2100,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,a,b,K,d,NA,2100,1100,NA,NA,NA,NA,NA,2100,2100,NA,100,Korshikoviella michailovskoensis,0,,green algae,P4
3029,313200,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Didymocystis,sp,,NA,Didymocystis sp,,NA,,250,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,a,h,R,c,NA,250,250,NA,NA,NA,NA,NA,80,80,NA,200,Didymocystis sp,3,,green algae,P5
3030,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Characiaceae,Korshikoviella,limnetica,,NA,Korshikoviella limnetica,,NA,,350,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,a,b,K,f,NA,350,200,NA,NA,NA,NA,NA,350,350,NA,50,Korshikoviella limnetica,0,,green algae,P3
3031,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Willea,rectangularis,,NA,Willea rectangularis,Crucigeniella rectangularis / Staurogenia rectangularis / Crucigenia rectangularis,NA,,250,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,a,f,R,d,NA,250,150,NA,NA,NA,NA,NA,250,250,NA,50,Crucigeniella rectangularis,2,,green algae,P5
3032,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,circinale,,NA,Monoraphidium circinale,,NA,,80,Monoraphidium,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,315501,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Westella,botryoides,,NA,Westella botryoides,,NA,,230,Westella botryoides,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,skujae,,NA,Monoraphidium skujae,,NA,,45,Monoraphidium,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035,NA,s169,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetrastrum,triangulare,,NA,Tetrastrum triangulare,Crucigenia triangularis,NA,,30,Tetrastrum,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3036,NA,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Lagerheimia,subsalsa,,NA,Lagerheimia subsalsa,Chodatella subsalsa,NA,,400,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,a,h,R,c,NA,400,200,NA,NA,NA,NA,NA,400,400,NA,40,Lagerheimia subsalsa,0,,green algae,P3
3037,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Coccomyxaceae,Choricystis,komarekii,,NA,Choricystis komarekii,,NA,,20,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,c,a,f,R,c,NA,20,40,NA,NA,NA,NA,NA,20,20,NA,10,Choricystis komarekii,0,,green algae,P3
3038,316401,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Fotterella,tetrachlorelloides,,NA,Fotterella tetrachlorelloides,,NA,,960,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,a,h,R,c,NA,960,500,NA,NA,NA,NA,NA,960,960,NA,90,Fotterella tetrachlorelloides,3,,green algae,P5
3039,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,komarkovae,,NA,Monoraphidium komarkovae,,NA,,300,Monoraphidium,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,arcuatum,,NA,Monoraphidium arcuatum,,NA,,100,Monoraphidium,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Radiococcaceae,Coenocystis,planktonica,,NA,Coenocystis planktonica,,NA,,340,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,a,NA,NA,NA,NA,340,NA,NA,NA,NA,NA,NA,340,340,NA,NA,Coenocystis planktonica,3,,green algae,P5
3042,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,dybowskii,,NA,Monoraphidium dybowskii,,NA,,125,Monoraphidium,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,arthrodesmiformis,,NA,Scenedesmus arthrodesmiformis,,NA,,125,Scenedesmus,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,denticulatus,,NA,Desmodesmus denticulatus,Scenedesmus denticulatus,NA,,125,Scenedesmus denticulatus,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Acutodesmus,dimorphus,,NA,Acutodesmus dimorphus,Scenedesmus dimorphus / Scenedesmus obliquus var dimorphus / Scenedesmus acutus var dimorphus / Achnanthes dimorpha,NA,,250,Scenedesmus dimorphus,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,subspicatus,,NA,Scenedesmus subspicatus,,NA,,150,Scenedesmus subspicatus,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,bicellularis,,NA,Desmodesmus bicellularis,Didymocystis bicellularis,NA,,80,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,80,80,NA,NA,Didymocystis bicellularis,2,,green algae,P5
3048,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Coccomyxaceae,Choricystis,chodatii,,NA,Choricystis chodatii,,NA,,20,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,a,c,K,e,NA,20,NA,NA,NA,NA,NA,NA,20,20,NA,NA,Choricystis chodatii,0,,green algae,P3
3049,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Coccomyxaceae,Choricystis,sp,,NA,Choricystis sp,,NA,,15,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,b,c,a,b,R,b,NA,15,NA,NA,NA,NA,NA,NA,15,15,NA,NA,Choricystis sp,0,,green algae,P3
3050,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,gracilis,,NA,Ankistrodesmus gracilis,,NA,,50,Ankistrodesmus,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,NA,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Mychonastes,homosphaera,,NA,Mychonastes homosphaera,Chlorella minutissima / Chlorella homosphaera / Palmellococcus homosphaera,NA,,10,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,b,c,a,b,R,b,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chlorella minutissima,0,,green algae,P3
3052,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Coccomyxaceae,Coccomyxa,minor,,NA,Coccomyxa minor,,NA,,NA,Coccomyxa,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Tetraedron,minimum-apertum,,NA,Tetraedron minimum-apertum,,NA,,NA,Tetraedron minimum,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054,315901,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Neochloridaceae,Golenkinia,radiata,,NA,Golenkinia radiata,,NA,,300,Golenkinia radiata,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Radiococcaceae,Coenococcus,planctonicus,,NA,Coenococcus planctonicus,Coenococcus planctonicus,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coenococcus planctonicus,3,,green algae,P5
3057,316900,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Coelastrella,sp,,NA,Coelastrella sp,,NA,,8000,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coelastrella sp,0,,green algae,P4
3058,312905,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Coelastrum,polychordum,,NA,Coelastrum polychordum,,NA,,NA,Coelastrum,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,obtusus,,NA,Scenedesmus obtusus,,NA,,NA,Scenedesmus obtusus,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,312301,s147,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Actinastrum,hantzschii,,NA,Actinastrum hantzschii,,NA,,1000,Actinastrum hantzschii,species,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,312302,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Actinastrum,rhaphidioides,,NA,Actinastrum rhaphidioides,,NA,,1000,Actinastrum,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,316601,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Closteriopsis,longissima,,NA,Closteriopsis longissima,,NA,,1000,Closteriopsis longissima,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,311902,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Nephrocytium,varium,,NA,Nephrocytium varium,,NA,,NA,Nephrocytium,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3065,315202,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Tetrachlorella,incerta,,NA,Tetrachlorella incerta,,NA,,50,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tetrachlorella incerta,2,,green algae,P5
3066,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorococcaceae,Lambertia,sp,,NA,Lambertia sp,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lambertia sp,NA,,green algae,NA
3067,316300,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Stichococcus,sp,,NA,Stichococcus sp,,NA,,35,Stichococcus,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,315601,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Koliellaceae,Koliella,planctonica,,NA,Koliella planctonica,,NA,,200,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Koliella planctonica,0,,green algae,P3
3069,315603,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Koliellaceae,Koliella,spiculiformis,,NA,Koliella spiculiformis,,NA,,1000,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Koliella spiculiformis,0,,green algae,P4
3070,NA,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,,,Lemmermannia,komarekii,,NA,Lemmermannia komarekii,Crucigenia lauterbornii / Tetrastrum komarekii / Staurogenia lauterbornii / Hofmannia lauterbornii / Komarekia lauterbornii,NA,,NA,Crucigenia lauterbornii,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,NA,s191,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,arcuatus,,NA,Scenedesmus arcuatus,,NA,,NA,Scenedesmus arcuatus,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072,316800,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Radiococcaceae,Thorakochloris,sp,,NA,Thorakochloris sp,Thorakochloris sp.,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thorakochloris sp,3,,green algae,P5
3073,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Radiococcaceae,Neocystis,lacustris,,NA,Neocystis lacustris,Coccomyxa lacustris,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neocystis lacustris,3,,green algae,P5
3074,311800,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Oocystis,sp,(>5 um),NA,Oocystis sp,,NA,,1500,Oocystis,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,312201,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,sp,small,NA,Scenedesmus sp,,NA,,90,Scenedesmus,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3076,313104,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Chariaceae,Ankyra,sp,juvenile,NA,Ankyra sp,,NA,,25,Ankyra,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3077,313102,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Chariaceae,Ankyra,ancora,juvenile,NA,Ankyra ancora,,NA,,25,Ankyra,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3078,314001,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Lagerheimia,citriformis,,NA,Lagerheimia citriformis,,NA,,940,Chodatella citriformis,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,NA,s155,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Treubariaceae,Treubaria,setigera,,NA,Treubaria setigera,,NA,,NA,Treubaria,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080,NA,s185,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Monactinus,simplex,,NA,Monactinus simplex,Pediastrum simplex,NA,,NA,Pediastrum simplex,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3081,NA,s204,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Tetraedron,trigonum,,NA,Tetraedron trigonum,,NA,,NA,Tetraedron trigonum,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082,NA,s192,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,obtusus f disciformis,,NA,Scenedesmus obtusus f disciformis,Scenedesmus disciformis,NA,,NA,Scenedesmus disciformis,species,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3083,NA,s206,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetrastrum,staurogeniiforme,,NA,Tetrastrum staurogeniiforme,Cohniella staurogeniiforme,NA,,NA,Tetrastrum staurogeniaeforme,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3084,NA,s196,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Selenastrum,gracile,,NA,Selenastrum gracile,,NA,,NA,Selenastrum,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3101,NA,,eukaryota,Plantae,Charophyta,Klebsormidiophyceae,Klebsormidiales,Elakatotrichaceae,Elakatothrix,sp,,NA,Elakatothrix sp,,NA,,200,Elakatothrix,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3102,313001,s174,eukaryota,Plantae,Charophyta,Klebsormidiophyceae,Klebsormidiales,Elakatotrichaceae,Elakatothrix,gelatinosa,,NA,Elakatothrix gelatinosa,,NA,,200,Elakatothrix gelatinosa,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3103,NA,,eukaryota,Plantae,Charophyta,Klebsormidiophyceae,Klebsormidiales,Elakatotrichaceae,Elakatothrix,subacuta,,NA,Elakatothrix subacuta,,NA,,120,Elakatothrix,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3104,NA,,eukaryota,Plantae,Charophyta,Klebsormidiophyceae,Klebsormidiales,Elakatotrichaceae,Elakatothrix,genevensis,,NA,Elakatothrix genevensis,,NA,,300,Elakatothrix genevensis,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105,315600,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Koliellaceae,Koliella,sp,,NA,Koliella sp,,NA,,600,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,b,b,K,f,NA,600,1000,NA,NA,NA,NA,NA,600,600,NA,100,Koliella sp,0,,green algae,P4
3106,315604,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Koliellaceae,Koliella,longiseta,,NA,Koliella longiseta,,NA,,850,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,b,b,K,f,NA,850,1200,NA,NA,NA,NA,NA,200,200,NA,100,Koliella longiseta,0,,green algae,P4
3107,315602,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Koliellaceae,Koliella,spirotaenia,,NA,Koliella spirotaenia,,NA,,1100,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,b,b,K,f,NA,1100,1500,NA,NA,NA,NA,NA,1100,1100,NA,100,Koliella spirotaenia,0,,green algae,P4
3108,317000,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Geminella,sp,,NA,Geminella sp,,NA,,2000,Geminella,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3109,NA,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Geminella,minor,,NA,Geminella minor,Hormospora minor,NA,,2000,Geminella,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110,NA,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Hormidium,sp,,NA,Hormidium sp,,NA,,170,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,b,h,K,g,NA,170,150,NA,NA,NA,NA,NA,170,170,NA,50,Hormidium sp,1,,green algae,P5
3111,313500,,eukaryota,Plantae,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichaceae,Ulothrix,sp,,NA,Ulothrix sp,,NA,,200,Ulothrix,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3112,NA,,eukaryota,Plantae,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichaceae,Ulothrix,zonata,,NA,Ulothrix zonata,,NA,,3000,Ulothrix zonata,species,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3113,NA,,eukaryota,Plantae,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichaceae,Ulothrix,moniliformis,,NA,Ulothrix moniliformis,,NA,,200,Ulothrix,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Radiococcaceae,Raphidonema,sp,,NA,Raphidonema sp,,NA,,35,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphidonema sp,NA,,green algae,NA
3115,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Microsporales,Microsporaceae,Microspora,sp,,NA,Microspora sp,,NA,,600,Microspora,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,NA,,eukaryota,Plantae,Chlorophyta,Chlorophyceae,Microsporales,Microsporaceae,Microspora,amoena,,NA,Microspora amoena,,NA,,600,Microspora amoena,species,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,NA,,eukaryota,Plantae,Chlorophyta,Ulvophyceae,Ulotrichales,Gloeotilaceae,Binuclearia,sp,,NA,Binuclearia sp,,NA,,600,Binuclearia,genus,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3118,NA,,eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Planctonema,sp,,NA,Planctonema sp,,NA,,30,Planctonema,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
